gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,brain_region,reporter
GSE71585,GSM1839709,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839710,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839711,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839712,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839713,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839714,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839715,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839716,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839717,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839718,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839719,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839720,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839721,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839722,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839723,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839724,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839725,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839726,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839727,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839728,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839729,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839730,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839731,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839732,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839733,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839734,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839735,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839736,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839737,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839738,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839739,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839740,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839741,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839742,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839743,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839744,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839745,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839774,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839775,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839777,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839778,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839779,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839780,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839781,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839782,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839783,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839784,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839785,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839786,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839787,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839788,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839789,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839790,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839791,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839792,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839793,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839794,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839795,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839796,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839797,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839798,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839799,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839800,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839801,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839802,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839803,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839804,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839805,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839806,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839807,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839808,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839809,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839810,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839811,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839812,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839813,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839814,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839815,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839816,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839817,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839818,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839819,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839820,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839821,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839822,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839823,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839824,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839825,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839826,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839827,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839828,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839829,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839830,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839831,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839832,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839833,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839834,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839835,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839836,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839837,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839838,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839839,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839840,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839841,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839842,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839843,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839844,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839845,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839846,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839849,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839850,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839851,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839860,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839861,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839862,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839863,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839864,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839865,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839866,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839867,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839868,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839869,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839870,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839871,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839872,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839873,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839874,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839875,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839877,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839885,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839886,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839887,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839888,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839889,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839890,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839892,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839893,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839894,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839895,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839896,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839897,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839898,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839899,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839900,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839901,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839922,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839923,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839926,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839927,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839928,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839929,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839930,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839931,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839932,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839933,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839934,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839935,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839936,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839937,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839938,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839939,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839940,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839941,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839942,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839943,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839944,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839945,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839946,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839947,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839948,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839949,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839950,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839951,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839952,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839953,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839954,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839955,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839956,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839957,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839958,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839959,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839961,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839962,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839963,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839964,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839965,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839971,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839972,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839997,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839998,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1839999,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840000,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840001,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840002,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840003,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840004,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840005,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840006,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840008,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840009,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840012,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840015,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840019,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840020,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840028,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840094,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840095,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840096,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840097,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840098,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840099,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840100,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840101,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840102,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840103,Primary visual cortex,Mus musculus,NONE,VISp,NA
GSE71585,GSM1840104,Primary visual cortex,Mus musculus,NONE,VISp,NA
