gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,tissue,age
GSE123025,GSM3491420,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491421,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491422,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491423,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491424,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491425,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491426,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491427,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491428,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491429,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491430,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491431,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491432,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491433,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491434,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491435,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491436,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491437,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491438,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491439,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491440,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491441,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491442,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491443,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491444,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491445,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491446,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491447,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491448,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491449,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491450,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491451,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491452,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491453,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491454,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491455,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491456,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491457,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491458,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491459,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491460,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491461,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491462,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491463,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491464,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491465,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491466,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491467,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491468,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491469,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491470,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491471,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491472,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491473,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491474,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491475,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491476,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491477,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491478,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491479,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491480,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491481,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491482,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491483,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491484,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491485,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491486,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491487,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491488,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491489,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491490,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491491,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491492,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491493,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491494,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491495,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491496,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491497,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491498,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491499,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491500,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491501,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491502,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491503,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491504,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491505,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491506,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491507,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491508,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491509,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491510,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491511,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491512,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491513,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491514,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491515,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491516,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491517,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491518,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491519,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491520,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491521,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491522,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491523,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491524,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491525,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491526,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491527,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491528,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491529,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491530,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491531,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491532,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491533,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491534,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491535,Brain myeloid cell,Mus musculus,NONE,OB,P60
GSE123025,GSM3491536,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491537,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491538,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491539,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491540,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491541,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491542,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491543,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491544,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491545,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491546,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491547,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491548,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491549,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491550,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491551,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491552,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491553,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491554,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491555,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491556,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491557,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491558,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491559,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491560,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491561,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491562,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491563,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491564,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491565,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491566,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491567,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491568,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491569,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491570,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491571,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491572,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491573,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491574,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491575,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491576,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491577,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491578,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491579,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491580,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491581,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491582,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491583,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491584,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491585,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491586,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491587,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491588,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491589,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491590,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491591,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491592,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491593,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491594,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491595,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491596,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491597,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491598,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491599,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491600,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491601,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491602,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491603,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491604,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491605,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491606,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491607,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491608,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491609,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491610,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491611,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491612,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491613,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491614,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491615,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491616,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491617,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491618,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491619,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491620,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491621,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491622,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491623,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491624,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491625,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491626,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491627,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491628,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491629,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491630,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491631,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491632,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491633,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491634,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491635,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491636,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491637,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491638,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491639,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491640,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491641,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491642,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491643,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491644,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491645,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491646,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491647,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491648,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491649,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491650,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491651,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491652,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491653,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491654,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491655,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491656,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491657,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491658,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491659,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491660,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491661,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491662,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491663,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491664,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491665,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491666,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491667,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491668,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491669,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491670,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491671,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491672,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491673,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491674,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491675,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491676,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491677,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491678,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491679,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491680,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491681,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491682,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491683,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491684,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491685,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491686,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491687,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491688,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491689,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491690,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491691,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491692,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491693,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491694,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491695,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491696,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491697,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491698,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491699,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491700,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491701,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491702,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491703,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491704,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491705,Brain myeloid cell,Mus musculus,NONE,CTX,P60
GSE123025,GSM3491706,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491707,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491708,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491709,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491710,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491711,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491712,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491713,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491714,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491715,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491716,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491717,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491718,Brain myeloid cell,Mus musculus,NONE,CB,P60
GSE123025,GSM3491719,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491720,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491721,Brain myeloid cell,Mus musculus,NONE,STR,P60
GSE123025,GSM3491722,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491723,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491724,Brain myeloid cell,Mus musculus,NONE,HIP,P60
GSE123025,GSM3491725,Brain myeloid cell,Mus musculus,NONE,CB,P60
